unique_id,name_id,surname,first_name,common_name,display_name,gender,state_abbrev,birth_date,death_date,form1,form2,form3,form4,form5,source
Roberts1955,266524,Roberts,Malcolm,,"Roberts, Malcolm",male,QLD,1955-05-03,,Senator Malcolm Roberts,Senator Roberts,Senator MALCOLM ROBERTS,Senator ROBERTS,Senator Malcolm ROBERTS,AustralianPoliticians
Robertson1882,K2S,Robertson,Agnes,,"Robertson, Agnes",female,WA,1882-07-31,1968-01-29,Senator Agnes Robertson,Senator Robertson,Senator AGNES ROBERTSON,Senator ROBERTSON,Senator Agnes ROBERTSON,AustralianPoliticians
Robertson1929,K2U,Robertson,Edward,Ted,"Robertson, Ted",male,NT,1929-03-18,1991-01-05,Senator Ted Robertson,Senator Robertson,Senator TED ROBERTSON,Senator ROBERTSON,Senator Ted ROBERTSON,AustralianPoliticians
Robinson1877,K2X,Robinson,Albert,,"Robinson, Albert",male,SA,1877-05-20,1943-05-25,Senator Albert Robinson,Senator Robinson,Senator ALBERT ROBINSON,Senator ROBINSON,Senator Albert ROBINSON,AustralianPoliticians
Robinson1907,K37,Robinson,William,Bill,"Robinson, Bill",male,WA,1907-10-04,1981-01-21,Senator Bill Robinson,Senator Robinson,Senator BILL ROBINSON,Senator ROBINSON,Senator Bill ROBINSON,AustralianPoliticians
Rocher1936,ZI4,Rocher,Allan,,"Rocher, Allan",male,WA,1936-02-16,2016-03-18,Senator Allan Rocher,Senator Rocher,Senator ALLAN ROCHER,Senator ROCHER,Senator Allan ROCHER,AustralianPoliticians
Ronaldson1954,XT4,Ronaldson,Michael,,"Ronaldson, Michael",male,VIC,1954-02-13,,Senator Michael Ronaldson,Senator Ronaldson,Senator MICHAEL RONALDSON,Senator RONALDSON,Senator Michael RONALDSON,AustralianPoliticians
Rowell1851,K3B,Rowell,James,,"Rowell, James",male,SA,1851-01-20,1940-07-06,Senator James Rowell,Senator Rowell,Senator JAMES ROWELL,Senator ROWELL,Senator James ROWELL,AustralianPoliticians
Russell1842,K3G,Russell,William,,"Russell, William",male,SA,1842-10-20,1912-06-28,Senator William Russell,Senator Russell,Senator WILLIAM RUSSELL,Senator RUSSELL,Senator William RUSSELL,AustralianPoliticians
Russell1878,K3E,Russell,Edward,,"Russell, Edward",male,VIC,1878-08-10,1925-07-18,Senator Edward Russell,Senator Russell,Senator EDWARD RUSSELL,Senator RUSSELL,Senator Edward RUSSELL,AustralianPoliticians
Ruston1963,243273,Ruston,Anne,,"Ruston, Anne",female,SA,1963-06-10,,Senator Anne Ruston,Senator Ruston,Senator ANNE RUSTON,Senator RUSTON,Senator Anne RUSTON,AustralianPoliticians
Ryan1890,K3I,Ryan,John,,"Ryan, John",male,SA,1890-12-02,1974-10-13,Senator John Ryan,Senator Ryan,Senator JOHN RYAN,Senator RYAN,Senator John RYAN,AustralianPoliticians
Ryan1942,GD5,Ryan,Susan,,"Ryan, Susan",female,ACT,1942-10-10,,Senator Susan Ryan,Senator Ryan,Senator SUSAN RYAN,Senator RYAN,Senator Susan RYAN,AustralianPoliticians
Ryan1973,I0Q,Ryan,Scott,,"Ryan, Scott",male,VIC,1973-05-12,,Senator Scott Ryan,Senator Ryan,Senator SCOTT RYAN,Senator RYAN,Senator Scott RYAN,AustralianPoliticians
Sampson1882,K3L,Sampson,Burford,,"Sampson, Burford",male,TAS,1882-03-30,1959-06-05,Senator Burford Sampson,Senator Sampson,Senator BURFORD SAMPSON,Senator SAMPSON,Senator Burford SAMPSON,AustralianPoliticians
Sanders1932,1J4,Sanders,Norman,,"Sanders, Norman",male,TAS,1932-10-15,,Senator Norman Sanders,Senator Sanders,Senator NORMAN SANDERS,Senator SANDERS,Senator Norman SANDERS,AustralianPoliticians
Sandford1895,K4S,Sandford,Charles,,"Sandford, Charles",male,VIC,1895-09-11,1966-10-22,Senator Charles Sandford,Senator Sandford,Senator CHARLES SANDFORD,Senator SANDFORD,Senator Charles SANDFORD,AustralianPoliticians
Santoro1956,BOT,Santoro,Santo,,"Santoro, Santo",male,QLD,1956-04-27,,Senator Santo Santoro,Senator Santoro,Senator SANTO SANTORO,Senator SANTORO,Senator Santo SANTORO,AustralianPoliticians
Sargood1834,K54,Sargood,Frederick,,"Sargood, Frederick",male,VIC,1834-05-30,1903-01-02,Senator Frederick Sargood,Senator Sargood,Senator FREDERICK SARGOOD,Senator SARGOOD,Senator Frederick SARGOOD,AustralianPoliticians
Saunders1855,K5B,Saunders,Henry,,"Saunders, Henry",male,WA,1855-02-16,1919-10-13,Senator Henry Saunders,Senator Saunders,Senator HENRY SAUNDERS,Senator SAUNDERS,Senator Henry SAUNDERS,AustralianPoliticians
Sayers1845,K5F,Sayers,Robert,,"Sayers, Robert",male,QLD,1845-01-27,1919-05-12,Senator Robert Sayers,Senator Sayers,Senator ROBERT SAYERS,Senator SAYERS,Senator Robert SAYERS,AustralianPoliticians
Scarr1969,282997,Scarr,Paul,,"Scarr, Paul",male,QLD,1969-08-20,,Senator Paul Scarr,Senator Scarr,Senator PAUL SCARR,Senator SCARR,Senator Paul SCARR,AustralianPoliticians
Schacht1946,4J4,Schacht,Christopher,,"Schacht, Christopher",male,SA,1946-12-06,,Senator Christopher Schacht,Senator Schacht,Senator CHRISTOPHER SCHACHT,Senator SCHACHT,Senator Christopher SCHACHT,AustralianPoliticians
Scott1910,K5K,Scott,Malcolm,,"Scott, Malcolm",male,WA,1910-05-11,1989-06-01,Senator Malcolm Scott,Senator Scott,Senator MALCOLM SCOTT,Senator SCOTT,Senator Malcolm SCOTT,AustralianPoliticians
Scott1920,K5H,Scott,Douglas,,"Scott, Douglas",male,NSW,1920-05-12,2012-03-12,Senator Douglas Scott,Senator Scott,Senator DOUGLAS SCOTT,Senator SCOTT,Senator Douglas SCOTT,AustralianPoliticians
Scullion1956,00AOM,Scullion,Nigel,,"Scullion, Nigel",male,NT,1956-05-04,,Senator Nigel Scullion,Senator Scullion,Senator NIGEL SCULLION,Senator SCULLION,Senator Nigel SCULLION,AustralianPoliticians
Senior1850,K5R,Senior,William,,"Senior, William",male,SA,1850-02-09,1926-11-22,Senator William Senior,Senator Senior,Senator WILLIAM SENIOR,Senator SENIOR,Senator William SENIOR,AustralianPoliticians
Seselja1977,HZE,Seselja,Zdenko,Zed,"Seselja, Zed",male,ACT,1977-03-27,,Senator Zed Seselja,Senator Seselja,Senator ZED SESELJA,Senator SESELJA,Senator Zed SESELJA,AustralianPoliticians
Seward1884,K5T,Seward,Harrie,,"Seward, Harrie",male,WA,1884-02-26,1958-07-23,Senator Harrie Seward,Senator Seward,Senator HARRIE SEWARD,Senator SEWARD,Senator Harrie SEWARD,AustralianPoliticians
Shannon1862,K5V,Shannon,John,,"Shannon, John",male,SA,1862-04-28,1926-01-30,Senator John Shannon,Senator Shannon,Senator JOHN SHANNON,Senator SHANNON,Senator John SHANNON,AustralianPoliticians
Sheehan1885,K5X,Sheehan,James,Jim,"Sheehan, Jim",male,VIC,1885-07-24,1967-04-10,Senator Jim Sheehan,Senator Sheehan,Senator JIM SHEEHAN,Senator SHEEHAN,Senator Jim SHEEHAN,AustralianPoliticians
Sheil1929,BJ4,Sheil,Glenister,Glen,"Sheil, Glen",male,QLD,1929-10-21,2008-09-29,Senator Glen Sheil,Senator Sheil,Senator GLEN SHEIL,Senator SHEIL,Senator Glen SHEIL,AustralianPoliticians
Sheldon1961,168275,Sheldon,Anthony,Tony,"Sheldon, Tony",male,NSW,1961-08-26,,Senator Tony Sheldon,Senator Sheldon,Senator TONY SHELDON,Senator SHELDON,Senator Tony SHELDON,AustralianPoliticians
Sherrington1902,K5Z,Sherrington,Robert,Bob,"Sherrington, Bob",male,QLD,1902-01-21,1966-03-16,Senator Bob Sherrington,Senator Sherrington,Senator BOB SHERRINGTON,Senator SHERRINGTON,Senator Bob SHERRINGTON,AustralianPoliticians
Sherry1955,ZW4,Sherry,Nicholas,Nick,"Sherry, Nick",male,TAS,1955-11-19,,Senator Nick Sherry,Senator Sherry,Senator NICK SHERRY,Senator SHERRY,Senator Nick SHERRY,AustralianPoliticians
Short1936,DJ4,Short,James,Jim,"Short, Jim",male,VIC,1936-12-07,,Senator Jim Short,Senator Short,Senator JIM SHORT,Senator SHORT,Senator Jim SHORT,AustralianPoliticians
Sibraa1937,EJ4,Sibraa,Kerry,,"Sibraa, Kerry",male,NSW,1937-10-12,,Senator Kerry Sibraa,Senator Sibraa,Senator KERRY SIBRAA,Senator SIBRAA,Senator Kerry SIBRAA,AustralianPoliticians
Siddons1927,EVL,Siddons,John,,"Siddons, John",male,VIC,1927-10-05,2016-09-22,Senator John Siddons,Senator Siddons,Senator JOHN SIDDONS,Senator SIDDONS,Senator John SIDDONS,AustralianPoliticians
Siewert1961,E5Z,Siewert,Rachel,,"Siewert, Rachel",female,WA,1961-11-04,,Senator Rachel Siewert,Senator Siewert,Senator RACHEL SIEWERT,Senator SIEWERT,Senator Rachel SIEWERT,AustralianPoliticians
Sim1917,K69,Sim,John,,"Sim, John",male,WA,1917-01-21,2015-07-29,Senator John Sim,Senator Sim,Senator JOHN SIM,Senator SIM,Senator John SIM,AustralianPoliticians
Simmonds1889,K6B,Simmonds,Wilfrid,,"Simmonds, Wilfrid",male,QLD,1889-12-19,1967-01-02,Senator Wilfrid Simmonds,Senator Simmonds,Senator WILFRID SIMMONDS,Senator SIMMONDS,Senator Wilfrid SIMMONDS,AustralianPoliticians
Simms1984,170166,Simms,Robert,,"Simms, Robert",male,SA,1984-03-26,,Senator Robert Simms,Senator Simms,Senator ROBERT SIMMS,Senator SIMMS,Senator Robert SIMMS,AustralianPoliticians
Singh1972,M0R,Singh,Lisa,,"Singh, Lisa",female,TAS,1972-02-20,,Senator Lisa Singh,Senator Singh,Senator LISA SINGH,Senator SINGH,Senator Lisa SINGH,AustralianPoliticians
Sinodinos1957,BV7,Sinodinos,Arthur,,"Sinodinos, Arthur",male,NSW,1957-02-25,,Senator Arthur Sinodinos,Senator Sinodinos,Senator ARTHUR SINODINOS,Senator SINODINOS,Senator Arthur SINODINOS,AustralianPoliticians
Small1988,291406,Small,Benjamin,Ben,"Small, Ben",male,WA,,,Senator Ben Small,Senator Small,Senator BEN SMALL,Senator SMALL,Senator Ben SMALL,AustralianPoliticians
Smith1969,241710,Smith,Dean,,"Smith, Dean",male,WA,1969-05-15,,Senator Dean Smith,Senator Smith,Senator DEAN SMITH,Senator SMITH,Senator Dean SMITH,AustralianPoliticians
Smith1970,276714,Smith,David,,"Smith, David",male,ACT,1970-03-25,,Senator David Smith,Senator Smith,Senator DAVID SMITH,Senator SMITH,Senator David SMITH,AustralianPoliticians
Smith1986,281603,Smith,Marielle,,"Smith, Marielle",female,SA,1986-12-30,,Senator Marielle Smith,Senator Smith,Senator MARIELLE SMITH,Senator SMITH,Senator Marielle SMITH,AustralianPoliticians
SmithMiles1869,K6D,Smith,Miles,Staniforth,"Smith, Staniforth",male,WA,1869-02-25,1934-01-14,Senator Staniforth Smith,Senator Smith,Senator STANIFORTH SMITH,Senator SMITH,Senator Staniforth SMITH,AustralianPoliticians
Sowada1961,VC5,Sowada,Karin,,"Sowada, Karin",female,NSW,1961-11-01,,Senator Karin Sowada,Senator Sowada,Senator KARIN SOWADA,Senator SOWADA,Senator Karin SOWADA,AustralianPoliticians
Spender1975,244276,Spender,Duncan,,"Spender, Duncan",male,NSW,1975-06-18,,Senator Duncan Spender,Senator Spender,Senator DUNCAN SPENDER,Senator SPENDER,Senator Duncan SPENDER,AustralianPoliticians
Spicer1899,K6Z,Spicer,John,,"Spicer, John",male,VIC,1899-03-05,1978-01-03,Senator John Spicer,Senator Spicer,Senator JOHN SPICER,Senator SPICER,Senator John SPICER,AustralianPoliticians
Spindler1932,0X4,Spindler,Sid,,"Spindler, Sid",male,VIC,1932-07-09,2008-03-01,Senator Sid Spindler,Senator Spindler,Senator SID SPINDLER,Senator SPINDLER,Senator Sid SPINDLER,AustralianPoliticians
Spooner1897,K7A,Spooner,William,Bill,"Spooner, Bill",male,NSW,1897-12-23,1966-07-14,Senator Bill Spooner,Senator Spooner,Senator BILL SPOONER,Senator SPOONER,Senator Bill SPOONER,AustralianPoliticians
SteeleJohn1994,250156,Steele-John,Jordon,,"Steele-John, Jordon",male,WA,1994-10-14,,Senator Jordon Steele-John,Senator Steele-John,Senator JORDON STEELE-JOHN,Senator STEELE-JOHN,Senator Jordon STEELE-JOHN,AustralianPoliticians
Stephens1954,00AOS,Stephens,Ursula,,"Stephens, Ursula",female,NSW,1954-07-07,,Senator Ursula Stephens,Senator Stephens,Senator URSULA STEPHENS,Senator STEPHENS,Senator Ursula STEPHENS,AustralianPoliticians
Sterle1960,E68,Sterle,Glenn,,"Sterle, Glenn",male,WA,1960-01-03,,Senator Glenn Sterle,Senator Sterle,Senator GLENN STERLE,Senator STERLE,Senator Glenn STERLE,AustralianPoliticians
Stewart1850,K7D,Stewart,James,,"Stewart, James",male,QLD,1850-09-07,1931-12-19,Senator James Stewart,Senator Stewart,Senator JAMES STEWART,Senator STEWART,Senator James STEWART,AustralianPoliticians
StLedger1859,K78,St Ledger,Anthony,,"St Ledger, Anthony",male,QLD,1859-02-18,1929-04-17,Senator Anthony St Ledger,Senator St Ledger,Senator ANTHONY ST LEDGER,Senator ST LEDGER,Senator Anthony ST LEDGER,AustralianPoliticians
Stoker1982,237920,Stoker,Amanda,,"Stoker, Amanda",female,QLD,1982-10-30,,Senator Amanda Stoker,Senator Stoker,Senator AMANDA STOKER,Senator STOKER,Senator Amanda STOKER,AustralianPoliticians
Stone1929,LJ4,Stone,John,,"Stone, John",male,QLD,1929-01-31,,Senator John Stone,Senator Stone,Senator JOHN STONE,Senator STONE,Senator John STONE,AustralianPoliticians
Storer1969,275424,Storer,Timothy,Tim,"Storer, Tim",male,SA,1969-10-24,,Senator Tim Storer,Senator Storer,Senator TIM STORER,Senator STORER,Senator Tim STORER,AustralianPoliticians
Story1857,K7L,Story,William,,"Story, William",male,SA,1857-05-31,1924-07-13,Senator William Story,Senator Story,Senator WILLIAM STORY,Senator STORY,Senator William STORY,AustralianPoliticians
StottDespoja1969,3I6,Stott Despoja,Natasha,,"Stott Despoja, Natasha",female,SA,1969-09-09,,Senator Natasha Stott Despoja,Senator Stott Despoja,Senator NATASHA STOTT DESPOJA,Senator STOTT DESPOJA,Senator Natasha STOTT DESPOJA,AustralianPoliticians
Styles1841,K7R,Styles,James,,"Styles, James",male,VIC,1841-07-03,1913-02-04,Senator James Styles,Senator Styles,Senator JAMES STYLES,Senator STYLES,Senator James STYLES,AustralianPoliticians
Sullivan1942,3.00E+04,Sullivan,Kathryn,Kathy,"Sullivan, Kathy",female,QLD,1942-03-08,,Senator Kathy Sullivan,Senator Sullivan,Senator KATHY SULLIVAN,Senator SULLIVAN,Senator Kathy SULLIVAN,AustralianPoliticians
Symon1846,K7V,Symon,Josiah,,"Symon, Josiah",male,SA,1846-09-27,1934-03-29,Senator Josiah Symon,Senator Symon,Senator JOSIAH SYMON,Senator SYMON,Senator Josiah SYMON,AustralianPoliticians
Synon1959,FQ6,Synon,Karen,,"Synon, Karen",female,VIC,1959-09-15,,Senator Karen Synon,Senator Synon,Senator KAREN SYNON,Senator SYNON,Senator Karen SYNON,AustralianPoliticians
Tambling1943,6E4,Tambling,Grant,,"Tambling, Grant",male,NT,1943-06-20,,Senator Grant Tambling,Senator Tambling,Senator GRANT TAMBLING,Senator TAMBLING,Senator Grant TAMBLING,AustralianPoliticians
Tangney1907,K7Y,Tangney,Dorothy,,"Tangney, Dorothy",female,WA,1907-03-13,1985-06-03,Senator Dorothy Tangney,Senator Tangney,Senator DOROTHY TANGNEY,Senator TANGNEY,Senator Dorothy TANGNEY,AustralianPoliticians
Tate1894,K89,Tate,John,,"Tate, John",male,NSW,1894-03-21,1977-01-21,Senator John Tate,Senator Tate,Senator JOHN TATE,Senator TATE,Senator John TATE,AustralianPoliticians
Tate1945,NJ4,Tate,Michael,,"Tate, Michael",male,TAS,1945-07-06,,Senator Michael Tate,Senator Tate,Senator MICHAEL TATE,Senator TATE,Senator Michael TATE,AustralianPoliticians
Tchen1941,86Y,Tchen,Tsebin,,"Tchen, Tsebin",male,VIC,1941-03-10,,Senator Tsebin Tchen,Senator Tchen,Senator TSEBIN TCHEN,Senator TCHEN,Senator Tsebin TCHEN,AustralianPoliticians
Teague1944,PJ4,Teague,Baden,,"Teague, Baden",male,SA,1944-09-18,,Senator Baden Teague,Senator Teague,Senator BADEN TEAGUE,Senator TEAGUE,Senator Baden TEAGUE,AustralianPoliticians
Tehan1916,K8D,Tehan,Thomas,Tom,"Tehan, Tom",male,VIC,1916-01-18,1996-06-01,Senator Tom Tehan,Senator Tehan,Senator TOM TEHAN,Senator TEHAN,Senator Tom TEHAN,AustralianPoliticians
Thistlethwaite1972,182468,Thistlethwaite,Matthew,Matt,"Thistlethwaite, Matt",male,NSW,1972-09-06,,Senator Matt Thistlethwaite,Senator Thistlethwaite,Senator MATT THISTLETHWAITE,Senator THISTLETHWAITE,Senator Matt THISTLETHWAITE,AustralianPoliticians
Thomas1863,K8L,Thomas,Josiah,,"Thomas, Josiah",male,NSW,1863-04-28,1933-02-05,Senator Josiah Thomas,Senator Thomas,Senator JOSIAH THOMAS,Senator THOMAS,Senator Josiah THOMAS,AustralianPoliticians
Thomas1936,K8H,Thomas,Andrew,,"Thomas, Andrew",male,WA,1936-03-14,2011-05-14,Senator Andrew Thomas,Senator Thomas,Senator ANDREW THOMAS,Senator THOMAS,Senator Andrew THOMAS,AustralianPoliticians
Thompson1863,K8P,Thompson,William,,"Thompson, William",male,QLD,1863-03-02,1953-03-07,Senator William Thompson,Senator Thompson,Senator WILLIAM THOMPSON,Senator THOMPSON,Senator William THOMPSON,AustralianPoliticians
Thorp1953,183342,Thorp,Lin,,"Thorp, Lin",female,TAS,1953-11-04,,Senator Lin Thorp,Senator Thorp,Senator LIN THORP,Senator THORP,Senator Lin THORP,AustralianPoliticians
Thorpe1973,280304,Thorpe,Lidia,,Lidia Thorpe,female,VIC,1973-08-18,,Senator Lidia Thorpe,Senator Thorpe,Senator LIDIA THORPE,Senator THORPE,Senator Lidia THORPE,AustralianPoliticians
Tierney1946,O15,Tierney,John,,"Tierney, John",male,NSW,1946-01-21,,Senator John Tierney,Senator Tierney,Senator JOHN TIERNEY,Senator TIERNEY,Senator John TIERNEY,AustralianPoliticians
Tillem1974,249499,Tillem,Mehmet,,"Tillem, Mehmet",male,VIC,1974-09-10,,Senator Mehmet Tillem,Senator Tillem,Senator MEHMET TILLEM,Senator TILLEM,Senator Mehmet TILLEM,AustralianPoliticians
Toohey1909,K8N,Toohey,James,Jim,"Toohey, Jim",male,SA,1909-07-11,1992-08-18,Senator Jim Toohey,Senator Toohey,Senator JIM TOOHEY,Senator TOOHEY,Senator Jim TOOHEY,AustralianPoliticians
Townley1934,K8R,Townley,Michael,,"Townley, Michael",male,TAS,1934-11-04,,Senator Michael Townley,Senator Townley,Senator MICHAEL TOWNLEY,Senator TOWNLEY,Senator Michael TOWNLEY,AustralianPoliticians
Trenwith1846,K8T,Trenwith,William,,"Trenwith, William",male,VIC,1846-07-15,1925-07-26,Senator William Trenwith,Senator Trenwith,Senator WILLIAM TRENWITH,Senator TRENWITH,Senator William TRENWITH,AustralianPoliticians
Troeth1940,GX5,Troeth,Judith,,"Troeth, Judith",female,VIC,1940-08-03,,Senator Judith Troeth,Senator Troeth,Senator JUDITH TROETH,Senator TROETH,Senator Judith TROETH,AustralianPoliticians
Trood1948,E6A,Trood,Russell,,"Trood, Russell",male,QLD,1948-12-05,2017-01-10,Senator Russell Trood,Senator Trood,Senator RUSSELL TROOD,Senator TROOD,Senator Russell TROOD,AustralianPoliticians
Turley1859,K8W,Turley,Henry,,"Turley, Henry",male,QLD,1859-04-24,1929-06-05,Senator Henry Turley,Senator Turley,Senator HENRY TURLEY,Senator TURLEY,Senator Henry TURLEY,AustralianPoliticians
Turnbull1908,K8Y,Turnbull,Reginald,Reg,"Turnbull, Reg",male,TAS,1908-02-21,2006-07-17,Senator Reg Turnbull,Senator Turnbull,Senator REG TURNBULL,Senator TURNBULL,Senator Reg TURNBULL,AustralianPoliticians
Uppill1876,K9I,Uppill,Oliver,,"Uppill, Oliver",male,SA,1876-05-09,1946-02-28,Senator Oliver Uppill,Senator Uppill,Senator OLIVER UPPILL,Senator UPPILL,Senator Oliver UPPILL,AustralianPoliticians
Urquhart1957,231199,Urquhart,Anne,,"Urquhart, Anne",female,TAS,1957-10-18,,Senator Anne Urquhart,Senator Urquhart,Senator ANNE URQUHART,Senator URQUHART,Senator Anne URQUHART,AustralianPoliticians
Vallentine1946,IG4,Vallentine,Josephine,Jo,"Vallentine, Jo",female,WA,1946-05-30,,Senator Jo Vallentine,Senator Vallentine,Senator JO VALLENTINE,Senator VALLENTINE,Senator Jo VALLENTINE,AustralianPoliticians
Van,283601,Van,David,,"Van, David",male,VIC,,,Senator David Van,Senator Van,Senator DAVID VAN,Senator VAN,Senator David VAN,AustralianPoliticians
Vanstone1952,7E4,Vanstone,Amanda,,"Vanstone, Amanda",female,SA,1952-12-07,,Senator Amanda Vanstone,Senator Vanstone,Senator AMANDA VANSTONE,Senator VANSTONE,Senator Amanda VANSTONE,AustralianPoliticians
Vardon1843,K9T,Vardon,Joseph,,"Vardon, Joseph",male,SA,1843-07-27,1913-07-20,Senator Joseph Vardon,Senator Vardon,Senator JOSEPH VARDON,Senator VARDON,Senator Joseph VARDON,AustralianPoliticians
Vardon1866,K9P,Vardon,Edward,,"Vardon, Edward",male,SA,1866-11-10,1937-02-23,Senator Edward Vardon,Senator Vardon,Senator EDWARD VARDON,Senator VARDON,Senator Edward VARDON,AustralianPoliticians
Verran1856,K9Y,Verran,John,,"Verran, John",male,SA,1856-08-09,1932-06-07,Senator John Verran,Senator Verran,Senator JOHN VERRAN,Senator VERRAN,Senator John VERRAN,AustralianPoliticians
Vigor1939,KA8,Vigor,David,,"Vigor, David",male,SA,1939-06-24,1998-04-09,Senator David Vigor,Senator Vigor,Senator DAVID VIGOR,Senator VIGOR,Senator David VIGOR,AustralianPoliticians
Vincent1906,KAC,Vincent,Victor,Seddon,"Vincent, Seddon",male,WA,1906-06-01,1964-11-09,Senator Seddon Vincent,Senator Vincent,Senator SEDDON VINCENT,Senator VINCENT,Senator Seddon VINCENT,AustralianPoliticians
Wade1905,KAF,Wade,Harrie,,"Wade, Harrie",male,VIC,1905-01-10,1964-11-18,Senator Harrie Wade,Senator Wade,Senator HARRIE WADE,Senator WADE,Senator Harrie WADE,AustralianPoliticians
Walker1841,KAH,Walker,James,,"Walker, James",male,NSW,1841-03-20,1923-01-18,Senator James Walker,Senator Walker,Senator JAMES WALKER,Senator WALKER,Senator James WALKER,AustralianPoliticians
Walsh1935,TJ4,Walsh,Peter,,"Walsh, Peter",male,WA,1935-03-11,2015-04-10,Senator Peter Walsh,Senator Walsh,Senator PETER WALSH,Senator WALSH,Senator Peter WALSH,AustralianPoliticians
Walsh1971,252157,Walsh,Jessica,Jess,"Walsh, Jess",female,VIC,1971-05-16,,Senator Jess Walsh,Senator Walsh,Senator JESS WALSH,Senator WALSH,Senator Jess WALSH,AustralianPoliticians
Walters1925,UJ4,Walters,Mary,Shirley,"Walters, Shirley",female,TAS,1925-08-31,2017-06-18,Senator Shirley Walters,Senator Walters,Senator SHIRLEY WALTERS,Senator WALTERS,Senator Shirley WALTERS,AustralianPoliticians
Wang1981,250045,Wang,Zhenya,Dio,"Wang, Dio",male,WA,1981-01-20,,Senator Dio Wang,Senator Wang,Senator DIO WANG,Senator WANG,Senator Dio WANG,AustralianPoliticians
Ward1872,KAJ,Ward,Frederick,,"Ward, Frederick",male,SA,1872-05-11,1954-12-31,Senator Frederick Ward,Senator Ward,Senator FREDERICK WARD,Senator WARD,Senator Frederick WARD,AustralianPoliticians
Wardlaw1888,KAL,Wardlaw,Robert,,"Wardlaw, Robert",male,TAS,1888-08-04,1964-06-28,Senator Robert Wardlaw,Senator Wardlaw,Senator ROBERT WARDLAW,Senator WARDLAW,Senator Robert WARDLAW,AustralianPoliticians
Waters1977,192970,Waters,Larissa,,"Waters, Larissa",female,QLD,1977-02-08,,Senator Larissa Waters,Senator Waters,Senator LARISSA WATERS,Senator WATERS,Senator Larissa WATERS,AustralianPoliticians
Watson1870,070E,Watson,David,David (Senator),"Watson, David (Senator)",male,NSW,1870-02-14,1924-12-04,Senator David (Senator) Watson,Senator Watson,Senator DAVID (SENATOR) WATSON,Senator WATSON,Senator David (Senator) WATSON,AustralianPoliticians
Watson1937,VJ4,Watson,John,,"Watson, John",male,TAS,1937-01-25,,Senator John Watson,Senator Watson,Senator JOHN WATSON,Senator WATSON,Senator John WATSON,AustralianPoliticians
Watt1973,245759,Watt,Murray,,"Watt, Murray",male,QLD,1973-01-20,,Senator Murray Watt,Senator Watt,Senator MURRAY WATT,Senator WATT,Senator Murray WATT,AustralianPoliticians
Webber1965,00AOT,Webber,Ruth,,"Webber, Ruth",female,WA,1965-03-24,,Senator Ruth Webber,Senator Webber,Senator RUTH WEBBER,Senator WEBBER,Senator Ruth WEBBER,AustralianPoliticians
Webster1925,KAS,Webster,James,,"Webster, James",male,VIC,1925-06-14,,Senator James Webster,Senator Webster,Senator JAMES WEBSTER,Senator WEBSTER,Senator James WEBSTER,AustralianPoliticians
Wedgwood1896,KAW,Wedgwood,Ivy,,"Wedgwood, Ivy",female,VIC,1896-10-18,1975-07-24,Senator Ivy Wedgwood,Senator Wedgwood,Senator IVY WEDGWOOD,Senator WEDGWOOD,Senator Ivy WEDGWOOD,AustralianPoliticians
West1947,1X4,West,Suzanne,Sue,"West, Sue",female,NSW,1947-09-21,,Senator Sue West,Senator West,Senator SUE WEST,Senator WEST,Senator Sue WEST,AustralianPoliticians
Wheeldon1929,CJO,Wheeldon,John,,"Wheeldon, John",male,WA,1929-08-09,2006-05-24,Senator John Wheeldon,Senator Wheeldon,Senator JOHN WHEELDON,Senator WHEELDON,Senator John WHEELDON,AustralianPoliticians
Wheelwright1953,RC6,Wheelwright,Thomas,,"Wheelwright, Thomas",male,NSW,1953-04-29,,Senator Thomas Wheelwright,Senator Wheelwright,Senator THOMAS WHEELWRIGHT,Senator WHEELWRIGHT,Senator Thomas WHEELWRIGHT,AustralianPoliticians
WhishWilson1968,195565,Whish-Wilson,Peter,,"Whish-Wilson, Peter",male,TAS,1968-02-24,,Senator Peter Whish-Wilson,Senator Whish-Wilson,Senator PETER WHISH-WILSON,Senator WHISH-WILSON,Senator Peter WHISH-WILSON,AustralianPoliticians
Whiteside1902,KAZ,Whiteside,George,,"Whiteside, George",male,QLD,1902-09-20,1976-07-28,Senator George Whiteside,Senator Whiteside,Senator GEORGE WHITESIDE,Senator WHITESIDE,Senator George WHITESIDE,AustralianPoliticians
Wilkinson1903,KB9,Wilkinson,Lawrence,,"Wilkinson, Lawrence",male,WA,1903-11-12,1991-11-09,Senator Lawrence Wilkinson,Senator Wilkinson,Senator LAWRENCE WILKINSON,Senator WILKINSON,Senator Lawrence WILKINSON,AustralianPoliticians
Willesee1916,KBC,Willesee,Donald,Don,"Willesee, Don",male,WA,1916-04-14,2003-09-09,Senator Don Willesee,Senator Willesee,Senator DON WILLESEE,Senator WILLESEE,Senator Don WILLESEE,AustralianPoliticians
Williams1955,I0V,Williams,John,,"Williams, John",male,NSW,1955-01-16,,Senator John Williams,Senator Williams,Senator JOHN WILLIAMS,Senator WILLIAMS,Senator John WILLIAMS,AustralianPoliticians
Wilson1877,KBJ,Wilson,Reginald,,"Wilson, Reginald",male,SA,1877-06-30,1957-07-13,Senator Reginald Wilson,Senator Wilson,Senator REGINALD WILSON,Senator WILSON,Senator Reginald WILSON,AustralianPoliticians
